 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   1        7235  229    0.132667E+03 -0.120330E+03  0.298603E+02
   1        7236  219    0.421362E+02 -0.309473E+02  0.155950E+03
   1        7237  226    0.373711E+02 -0.139636E+03  0.352629E+02
   1        7239  215    0.152061E+03 -0.149919E+03  0.523874E+02
   2        7240   13    0.547637E+01 -0.199194E+02 -0.596561E+01
   1        7242  231    0.570170E+02  0.597227E+02 -0.972433E+02
   2        7246   12    0.123526E+02 -0.213326E+02 -0.564850E+01
   1        7247  219    0.104005E+03 -0.892881E+02  0.174723E+02
   2        7248   11    0.597006E+01 -0.245887E+02 -0.299140E+01
   2        7249   11    0.110599E+02 -0.172590E+02 -0.370723E+01
   1        7250  215    0.550568E+02 -0.151460E+01 -0.104979E+03
   2        7254   10    0.947379E+01 -0.222824E+02 -0.123919E+01
   1        7258  220    0.135314E+03 -0.602284E+02  0.310769E+02
   1        7261  214    0.499712E+02  0.532027E+02  0.994384E+02
   1        7264  218    0.179884E+02 -0.367044E+02  0.637374E+02
   2        7266   19    0.121975E+01 -0.355925E+02 -0.144174E+02
   1        7267  218    0.148034E+03  0.539189E+02  0.110465E+03
   2        7268   11    0.729135E+01 -0.666064E+01  0.972226E+01
   1        7269  194    0.539814E+02  0.716397E+01  0.110520E+03
   2        7275    8    0.817147E+01 -0.164770E+02 -0.132919E+01
   1        7279  216    0.764712E+02  0.667718E+02 -0.842170E+01
   1        7285  232    0.144055E+03 -0.561420E+01  0.523430E+02
   2        7290   15    0.180631E+02 -0.145111E+02  0.943246E+01
   1        7291  221    0.694420E+02 -0.946522E+01  0.350393E+02
   1        7293  222    0.151546E+03  0.807893E+02  0.317402E+02
   2        7295   10    0.481313E+01 -0.157482E+02 -0.252885E+01
   2        7296   17    0.103826E+02 -0.255841E+02 -0.651723E+01
   2        7298    9    0.685055E+01 -0.151341E+02 -0.103948E+01
   1        7302  204    0.156149E+03 -0.637617E+02 -0.874257E+02
   2        7307   11    0.107838E+02 -0.154661E+02 -0.105784E+02
   2        7313   10    0.652980E+01 -0.105444E+02 -0.679988E+00
   2        7314   11    0.676865E+01 -0.164493E+02  0.788849E+00
   1        7315  227    0.886108E+02  0.108940E+03  0.189074E+02
   1        7318  214    0.105503E+02 -0.296516E+02 -0.456305E+02
   2        7319    3    0.188756E+01 -0.934529E+01 -0.152849E+01
   1        7320  214    0.185583E+03 -0.748835E+02 -0.133185E+01
   2        7324   14    0.513700E+01 -0.200442E+02 -0.820607E+01
   1        7330  219    0.114970E+03 -0.127607E+03  0.504015E+02
   2        7334   22    0.119502E+02 -0.143772E+02  0.759019E+01
   1        7335  224    0.217572E+02 -0.221083E+03  0.529221E+02
   2        7337   11    0.882401E+01 -0.103836E+02  0.308556E+01
   1        7338  210    0.106515E+03  0.699487E+02  0.433824E+02
   2        7339   18    0.867703E+01 -0.140737E+02  0.542482E+01
   1        7340  221    0.982867E+02 -0.511629E+02  0.265339E+02
   1        7341  218    0.131568E+03 -0.262508E+02  0.145795E+02
   1        7343  222    0.160431E+03 -0.820171E+02  0.250181E+02
   1        7344  222    0.350942E+02  0.289413E+02  0.274255E+02
   2        7347    9    0.112778E+02 -0.416365E+01  0.206963E+01
   1        7348  223    0.949845E+02 -0.106034E+03  0.117505E+03
   1        7351  232    0.732901E+02  0.347945E+02 -0.841564E+02
   2        7353   12    0.584913E+01 -0.643079E+01 -0.672294E+01
   1        7355  210    0.244959E+02 -0.984833E+02  0.719282E+01
   1        7356  233    0.179928E+03 -0.961395E+02  0.322640E+02
   1        7357  218    0.180933E+02 -0.101029E+03  0.941826E+02
   2        7358   12    0.814437E+01 -0.122597E+02  0.515653E+01
   2        7360    9    0.500892E+01 -0.565849E+01 -0.525352E+01
   2        7361    9    0.550266E+01 -0.154276E+02 -0.875023E+01
   1        7362  200    0.302351E+02 -0.137673E+03 -0.402798E+02
   1        7364  217    0.177348E+03 -0.360359E+02 -0.124458E+03
   1        7365  224    0.106061E+03 -0.673260E+02 -0.597589E+02
   1        7367  202    0.432546E+02 -0.835192E+02  0.354630E+02
   1        7368  211    0.440106E+02  0.697944E+02 -0.506613E+02
   1        7371  207    0.741149E+02 -0.133030E+03  0.650240E+02
   2        7377   12    0.142032E+02 -0.186642E+02 -0.103958E+01
   1        7378  208    0.632564E+02 -0.739564E+02 -0.353697E+02
   2        7380   16    0.119402E+02 -0.834204E+01 -0.123546E+02
   1        7381  218    0.140834E+03  0.187530E+02  0.128081E+02
   2        7382   12    0.153717E+02 -0.104666E+02 -0.558151E+01
   2        7383   17    0.321546E+01 -0.115582E+02  0.388518E+01
   2        7389   12    0.100450E+02 -0.615415E+01  0.966342E+01
   2        7392   10    0.118776E+02 -0.777879E+01  0.101306E+01
   1        7395  221    0.795080E+02 -0.153257E+03  0.400267E+01
   1        7397  207    0.111693E+03 -0.149513E+03  0.562807E+01
   1        7399  223    0.176761E+03  0.913029E+02 -0.130285E+03
   2        7400   10    0.725683E+01 -0.757189E+01  0.707115E+01
   2        7402   12    0.135351E+02 -0.925676E+01 -0.116741E+02
   1        7407  221    0.476296E+02 -0.270073E+02 -0.238421E+02
   2        7409   15    0.587563E+01 -0.162362E+02  0.133303E+02
   2        7410   18    0.837717E+01 -0.259011E+02  0.178290E+02
   1        7411  211    0.182941E+03 -0.909297E+02 -0.950917E+01
   1        7412  219    0.891729E+02 -0.153062E+03  0.514129E+01
   2        7415   15    0.100556E+02 -0.714829E+01 -0.731879E+01
   1        7416  232    0.127436E+03 -0.345910E+02  0.136778E+03
   1        7418  212    0.694086E+02 -0.359358E+02 -0.399717E+01
   1        7426  228    0.125318E+03 -0.166735E+03 -0.200479E+02
   2        7428    6    0.757312E+01 -0.140738E+02 -0.130572E+00
   1        7429  219    0.188241E+02 -0.404527E+02  0.431196E+02
   2        7430   14    0.140281E+02 -0.219752E+02 -0.842924E+00
   1        7432  208    0.120825E+03 -0.818134E+01  0.238782E+02
   1        7433  208    0.401304E+02 -0.836787E+02 -0.144958E+02
   1        7434  228    0.100932E+03 -0.158978E+02 -0.648399E+02
   1        7435  213    0.892030E+02  0.395586E+02 -0.134117E+03
   2        7440   11    0.866037E+01 -0.154016E+02  0.129172E+01
   1        7442  217    0.105434E+03 -0.710710E+02  0.705277E+02
   2        7443   11    0.383832E+01 -0.216881E+02 -0.817833E+01
   1        7444  209    0.152956E+03 -0.852507E+01 -0.573405E+02
   2        7447   21    0.639414E+01 -0.298088E+02 -0.257633E+02
   2        7449   15    0.105358E+02  0.940494E+01 -0.124846E+02
   1        7452  224    0.168833E+03 -0.717616E+02 -0.999612E+02
   2        7457    4    0.262725E+01 -0.461055E+01  0.330589E+01
   1        7459  216    0.383474E+02 -0.318743E+02 -0.141022E+03
   2        7461   14    0.185553E+02 -0.125665E+02 -0.141727E+01
   1        7465  206    0.238954E+02 -0.135502E+03  0.767109E+02
   1        7466  223    0.131900E+03 -0.413349E+02  0.382026E+02
   1        7468  213    0.109115E+03  0.334048E+02 -0.321357E+02
   1        7471  226    0.756192E+02  0.307560E+02 -0.899781E+02
   2        7475    3    0.119645E+01 -0.282877E+01 -0.199442E+01
   2        7476   11    0.463079E+01 -0.149945E+02 -0.476510E+01
   2        7477   19    0.158869E+02 -0.197518E+02 -0.219595E+02
   1        7478  208    0.116451E+03 -0.479725E+02  0.892606E+02
   2        7479   12    0.495920E+01 -0.124877E+02  0.139046E+02
   2        7481    9    0.661379E+01 -0.619136E+01  0.446870E+00
   2        7485   11    0.121720E+02 -0.131637E+02  0.975125E+01
   2        7486   13    0.939876E+01 -0.183720E+02  0.519577E+01
   1        7488  208    0.182447E+03  0.364909E+02  0.813812E+02
   1        7489  216    0.930432E+02 -0.447139E+02 -0.759608E+02
   2        7492   19    0.592287E+01 -0.425563E+02 -0.124112E+01
   1        7498  224    0.485780E+02 -0.115031E+03  0.100365E+02
   1        7503  216    0.100300E+03 -0.348923E+01 -0.254848E+02
   2        7505   16    0.794525E+01 -0.301660E+02  0.128581E+00
   2        7506   15    0.961882E+01 -0.116614E+02 -0.222740E+01
   1        7507  217    0.431895E+02  0.130189E+03 -0.295702E+02
   2        7508   12    0.960002E+01 -0.203479E+02 -0.234109E+01
   2        7512   17    0.969228E+01 -0.198426E+02  0.150158E+02
   2        7516   11    0.102461E+02 -0.196067E+02 -0.419798E+01
   1        7517  230    0.115100E+02 -0.267246E+02 -0.188120E+03
   2        7518    2    0.130823E+01 -0.685954E+01  0.380263E+00
   1        7519  202    0.169389E+03  0.234473E+02 -0.463550E+02
   1        7521  229    0.635402E+02 -0.910998E+02  0.164066E+03
   1        7522  202    0.844848E+02 -0.664913E+02  0.724112E+02
   2        7523   16    0.239050E+02 -0.447215E+01  0.842235E+00
   1        7527  217    0.141627E+03 -0.132197E+03 -0.243105E+02
   2        7528   13    0.104492E+02 -0.427620E+01  0.176756E+02
   2        7529    9    0.332305E+01  0.178731E+01 -0.615321E+01
   2        7530   15    0.633691E+01 -0.309391E+02  0.112287E+01
   2        7531   12    0.581358E+01 -0.205753E+02  0.578280E+01
   1        7536  227    0.172587E+03  0.366364E+02  0.240361E+02
   1        7537  221    0.979399E+02 -0.203750E+02 -0.134861E+03
   1        7540  225    0.181679E+03 -0.509878E+02 -0.110563E+02
   1        7541  228    0.986475E+02 -0.100392E+03 -0.783021E+02
   2        7546   16    0.187069E+02 -0.175232E+02 -0.149765E+02
   2        7550   10    0.546624E+01 -0.169458E+02 -0.474496E+01
   1        7551  233    0.782431E+02 -0.128547E+03 -0.386641E+02
   1        7552  224    0.826144E+02 -0.111376E+03  0.330801E+02
   2        7553   18    0.947150E+01 -0.374980E+02  0.839106E+00
   1        7556  218    0.679771E+02 -0.125786E+02  0.392624E+02
   2        7557   15    0.119098E+02 -0.224628E+02  0.502126E+01
   2        7558   13    0.613615E+01 -0.218533E+01 -0.944393E+01
   1        7559  234    0.280016E+02  0.794480E+02  0.271874E+02
   1        7561  222    0.725901E+02  0.858617E+02  0.598112E+02
   2        7564   17    0.102907E+02 -0.164350E+02 -0.255987E+01
   1        7566  220    0.153168E+02 -0.128847E+03 -0.241035E+02
   1        7568  219    0.104819E+03 -0.179588E+01  0.130415E+03
   2        7569   12    0.263100E+01 -0.215942E+02  0.196798E+01
   1        7570  220    0.116982E+03 -0.447028E+02 -0.493577E+02
   1        7572  224    0.170210E+03 -0.486522E+02 -0.378727E+02
   2        7577    7    0.339372E+01 -0.125509E+02 -0.515873E+01
   2        7579   19    0.770107E+01 -0.352749E+02 -0.119749E+01
   1        7581  226    0.133106E+03 -0.239469E+02  0.102832E+02
   1        7583  216    0.649246E+02 -0.109271E+03  0.512433E+02
   2        7584    6    0.480339E+01 -0.143292E+02  0.190278E+01
   1        7587  234    0.690200E+02  0.646771E+02 -0.100909E+02
   2        7589   13    0.121810E+02 -0.138726E+02 -0.732744E+01
   2        7590    8    0.195944E+01 -0.142674E+02  0.250810E+01
   2        7592   14    0.180737E+02 -0.572444E+01 -0.288258E+01
   1        7594  217    0.357120E+02 -0.749472E+02 -0.485683E+02
   1        7595  211    0.149784E+02  0.200418E+02 -0.975243E+01
   1        7596  228    0.134292E+03  0.361658E+02 -0.491167E+02
   1        7598  216    0.119985E+03 -0.690819E+02 -0.331395E+02
   1        7602  225    0.440753E+02  0.214428E+02  0.314416E+02
   2        7604    8    0.810893E+01 -0.657349E+01 -0.613929E+01
   2        7606   11    0.378214E+01 -0.166458E+02  0.526525E+01
   2        7607   11    0.206709E+01 -0.216107E+02 -0.460979E+01
   1        7608  220    0.270878E+02 -0.826063E+02 -0.308566E+02
   1        7609  225    0.638110E+02 -0.825758E+02  0.282054E+02
   1        7613  219    0.611486E+02  0.383856E+02  0.715759E+02
   1        7615  210    0.133999E+03  0.601478E+02 -0.481515E+02
   2        7616   15    0.107626E+02 -0.253280E+02  0.386885E+01
   2        7619   16    0.189830E+02 -0.201866E+02 -0.731937E+01
   1        7621  209    0.826112E+01 -0.337440E+02  0.236575E+01
   1        7624  211    0.947248E+02  0.452523E+02  0.498975E+02
   2        7626    4    0.272743E+01 -0.873779E+01 -0.145842E+01
   1        7629  219    0.654924E+02  0.495931E+02  0.172512E+01
   2        7633   13    0.708069E+01 -0.196232E+02 -0.452686E+01
   2        7641   15    0.479630E+01 -0.158884E+02 -0.224010E+01
   1        7642  229    0.782476E+02 -0.115387E+03  0.113727E+02
   1        7645  195    0.750285E+02 -0.459795E+02 -0.125546E+03
   2        7646    9    0.118802E+02 -0.646897E+01 -0.625909E+00
   1        7647  222    0.136857E+03 -0.293625E+02 -0.194454E+03
   2        7650   17    0.602232E+01 -0.213093E+02 -0.389557E+01
   1        7654  194    0.114888E+03  0.489366E+02  0.449827E+01
   1        7655  198    0.408225E+02 -0.757435E+01 -0.538443E+02
   2        7656   15    0.169562E+02 -0.988788E+01  0.104470E+02
   1        7657  206    0.163457E+02 -0.117451E+03 -0.371865E+02
   2        7660    5    0.400272E+01 -0.128786E+02 -0.645348E+00
   2        7661   14    0.590169E+01 -0.203395E+02  0.761627E+01
   2        7663   13    0.115912E+02 -0.184869E+02 -0.146654E+01
   1        7668  221    0.771805E+02 -0.149072E+03  0.205486E+02
   2        7669   11    0.513404E+01 -0.158657E+02 -0.833525E+01
   2        7674   12    0.102803E+02 -0.179304E+02 -0.836762E+01
   2        7676    6    0.250535E+01 -0.394785E+01 -0.257249E+00
   2        7678   16    0.911274E+01 -0.264591E+02  0.597147E+00
   1        7683  217    0.587986E+02  0.920935E+02 -0.450079E+02
   2        7685   15    0.188414E+02 -0.239174E+02 -0.832499E+01
   1        7686  230    0.661769E+02  0.121055E+02 -0.328935E+02
   2        7688   14    0.254135E+01 -0.249521E+02 -0.809539E+01
   2        7689   12    0.201108E+02 -0.107286E+02 -0.139099E+01
   2        7690   12    0.167523E+01 -0.243627E+02 -0.188199E+01
   1        7691  197    0.651119E+02 -0.739897E+02 -0.908943E+02
   2        7698    9    0.876461E+00 -0.806857E+01 -0.113027E+02
   1        7702  221    0.621693E+02 -0.422939E+02  0.211008E+02
   2        7703   16    0.126427E+02 -0.118210E+02 -0.344274E+01
   2        7704   19    0.821531E+01 -0.379241E+02 -0.824124E+01
   2        7705   19    0.232892E+02 -0.202630E+02 -0.837631E+01
   1        7706  223    0.113682E+03  0.531431E+02 -0.771621E+02
   2        7707   24    0.173739E+02 -0.438109E+02 -0.122262E+02
   1        7710  213    0.517271E+02 -0.137535E+02  0.612647E+02
   2        7712   19    0.142125E+02 -0.104324E+02  0.254393E+02
   2        7713    9    0.573626E+01  0.280720E+00 -0.218462E+01
   1        7717  223    0.671299E+02 -0.121971E+03 -0.426117E+02
   2        7719   14    0.306271E+01 -0.129063E+02  0.186790E+02
   2        7720   12    0.892006E+01 -0.230364E+02 -0.265231E+01
   1        7721  228    0.835232E+01 -0.293000E+02  0.836448E+02
   1        7722  217    0.892043E+02 -0.111662E+03 -0.124798E+03
   2        7723   17    0.186134E+02 -0.192078E+02  0.162419E+02
   2        7724   16    0.130674E+02 -0.273743E+02 -0.165746E+02
   1        7727  221    0.880881E+02 -0.177106E+03  0.124481E+03
   2        7731   12    0.595726E+01 -0.152021E+02  0.123488E+02
   2        7732   15    0.118056E+02 -0.246547E+02  0.137601E+02
   2        7734    9    0.175965E+01 -0.576962E+01  0.306312E+01
   1        7746  202    0.152575E+03 -0.567271E+02  0.962961E+02
   2        7749   14    0.176039E+02 -0.454998E+01  0.333161E+01
   2        7752   11    0.851878E+01 -0.155573E+02 -0.695980E+00
   2        7756    3    0.457114E+01 -0.627620E+01  0.155768E+00
   2        7757   19    0.149005E+02 -0.217321E+02  0.787312E+01
   2        7758   11    0.297538E+01 -0.681394E+01 -0.595203E+01
   2        7759   14    0.158235E+02 -0.191810E+02  0.791045E+01
   1        7760  217    0.123976E+03 -0.733842E+02  0.745878E+02
   2        7762   12    0.115389E+02 -0.192135E+02 -0.468272E+01
   1        7765  216    0.403436E+02 -0.957948E+02  0.974470E+02
   1        7768  215    0.913944E+02 -0.426750E+02  0.187017E+02
   2        7769   12    0.125058E+02 -0.242074E+02  0.170323E+01
   2        7770   15    0.992811E+01 -0.315604E+02  0.191395E+01
   1        7771  205    0.115833E+03 -0.121056E+03 -0.119150E+03
   1        7772  224    0.364218E+02  0.476579E+02 -0.646448E+02
   2        7775    8    0.518916E+01 -0.100198E+02 -0.744696E+01
   1        7776  214    0.219422E+03 -0.128129E+02 -0.107846E+02
   2        7780   11    0.184786E+02 -0.562380E+01 -0.636723E+01
   2        7786   15    0.139519E+02 -0.981458E+01 -0.550960E+01
   1        7787  213    0.149057E+02 -0.700439E+02 -0.964152E+01
   2        7788   13    0.112858E+02 -0.442361E+01 -0.918108E+01
   2        7797   11    0.770932E+01 -0.175075E+02  0.535820E+01
   2        7799   12    0.100100E+02 -0.204687E+02  0.226674E+01
   1        7802  217    0.706848E+02 -0.808519E+02 -0.438846E+02
   1        7803  229    0.687030E+02 -0.219022E+03  0.429716E+02
   2        7804   14    0.103509E+02 -0.122402E+02 -0.366598E+01
   1        7806  233    0.543253E+02 -0.387680E+02  0.134175E+03
   2        7807   10    0.727824E+01 -0.164423E+02  0.290650E+01
   1        7810  213    0.164902E+03 -0.889428E+02  0.301107E+02
   1        7813  194    0.805060E+02  0.950563E+02  0.734849E+02
   2        7817   17    0.133544E+02 -0.253166E+02 -0.928391E+01
   2        7819   15    0.183482E+02 -0.208481E+02 -0.967247E+01
   1        7822  225    0.189470E+03 -0.816657E+02  0.193736E+02
   2        7826   11    0.350902E+01 -0.751375E+01 -0.142378E+01
